TransactionID,Amount,Date,ReferenceNo
TXN-18789,4207.41,29-01-2026,REF-58789
TXN-18790,4207.41,29-01-2026,REF-58790
TXN-18791,4207.41,29-01-2026,REF-58791
TXN-18792,4207.41,29-01-2026,REF-58792
TXN-18793,4207.41,29-01-2026,REF-58793
TXN-18794,4207.41,29-01-2026,REF-58794
TXN-18795,4207.41,29-01-2026,REF-58795
TXN-18796,4207.41,29-01-2026,REF-58796
TXN-18797,4207.41,29-01-2026,REF-58797
TXN-18798,4207.41,29-01-2026,REF-58798
TXN-18799,4207.41,29-01-2026,REF-58799
TXN-18800,4207.41,29-01-2026,REF-58800
TXN-18801,4207.41,29-01-2026,REF-58801
TXN-18802,4207.41,29-01-2026,REF-58802
TXN-18803,4207.41,29-01-2026,REF-58803
TXN-18804,4207.41,29-01-2026,REF-58804
TXN-18805,4207.41,29-01-2026,REF-58805
TXN-18806,4207.41,29-01-2026,REF-58806
TXN-18807,4207.41,29-01-2026,REF-58807
TXN-18808,4207.41,29-01-2026,REF-58808
TXN-18809,4207.41,29-01-2026,REF-58809
TXN-18810,4207.41,29-01-2026,REF-58810
TXN-18811,4207.41,29-01-2026,REF-58811
TXN-18812,4207.41,29-01-2026,REF-58812
TXN-18813,4207.41,29-01-2026,REF-58813
TXN-18814,4207.41,29-01-2026,REF-58814
TXN-18815,4207.41,29-01-2026,REF-58815
TXN-18816,4207.41,29-01-2026,REF-58816
TXN-18817,4207.41,29-01-2026,REF-58817
TXN-18818,4207.41,29-01-2026,REF-58818
TXN-18819,4207.41,29-01-2026,REF-58819
TXN-18820,4207.41,29-01-2026,REF-58820
TXN-18821,4207.41,29-01-2026,REF-58821
TXN-18822,4207.41,29-01-2026,REF-58822
TXN-18823,4207.41,29-01-2026,REF-58823
TXN-18824,4207.41,29-01-2026,REF-58824
TXN-18825,4207.41,29-01-2026,REF-58825
TXN-18826,4207.41,29-01-2026,REF-58826
TXN-18827,4207.41,29-01-2026,REF-58827
TXN-18828,4207.41,29-01-2026,REF-58828
TXN-18829,4207.41,29-01-2026,REF-58829
TXN-18830,4207.41,29-01-2026,REF-58830
TXN-18831,4207.41,29-01-2026,REF-58831
TXN-18832,4207.41,29-01-2026,REF-58832
TXN-18833,4207.41,29-01-2026,REF-58833
TXN-18834,4207.41,29-01-2026,REF-58834
TXN-18835,4207.41,29-01-2026,REF-58835
TXN-18836,4207.41,29-01-2026,REF-58836
TXN-18837,4207.41,29-01-2026,REF-58837
TXN-18838,4207.41,29-01-2026,REF-58838
TXN-18839,4207.41,29-01-2026,REF-58839
TXN-18840,4207.41,29-01-2026,REF-58840
TXN-18841,4207.41,29-01-2026,REF-58841
TXN-18842,4207.41,29-01-2026,REF-58842
TXN-18843,4207.41,29-01-2026,REF-58843
TXN-18844,4207.41,29-01-2026,REF-58844
TXN-18845,4207.41,29-01-2026,REF-58845
TXN-18846,4207.41,29-01-2026,REF-58846
TXN-18847,4207.41,29-01-2026,REF-58847
TXN-18848,4207.41,29-01-2026,REF-58848
TXN-18849,4207.41,29-01-2026,REF-58849
TXN-18850,4207.41,29-01-2026,REF-58850
TXN-18851,4207.41,29-01-2026,REF-58851
TXN-18852,4207.41,29-01-2026,REF-58852
TXN-18853,4207.41,29-01-2026,REF-58853
TXN-18854,4207.41,29-01-2026,REF-58854
TXN-18855,4207.41,29-01-2026,REF-58855
TXN-18856,4207.41,29-01-2026,REF-58856
TXN-18857,4207.41,29-01-2026,REF-58857
TXN-18858,4207.41,29-01-2026,REF-58858
TXN-18859,4207.41,29-01-2026,REF-58859
TXN-18860,4207.41,29-01-2026,REF-58860
TXN-18861,4207.41,29-01-2026,REF-58861
TXN-18862,4207.41,29-01-2026,REF-58862
TXN-18863,4207.41,29-01-2026,REF-58863
TXN-18864,4207.41,29-01-2026,REF-58864
TXN-18865,4207.41,29-01-2026,REF-58865
TXN-18866,4207.41,29-01-2026,REF-58866
TXN-18867,4207.41,29-01-2026,REF-58867
TXN-18868,4207.41,29-01-2026,REF-58868
TXN-18869,4207.41,29-01-2026,REF-58869
TXN-18870,4207.41,29-01-2026,REF-58870
TXN-18871,4207.41,29-01-2026,REF-58871
TXN-18872,4207.41,29-01-2026,REF-58872
TXN-18873,4207.41,29-01-2026,REF-58873
TXN-18874,4207.41,29-01-2026,REF-58874
TXN-18875,4207.41,29-01-2026,REF-58875
TXN-18876,4207.41,29-01-2026,REF-58876
TXN-18877,4207.41,29-01-2026,REF-58877
TXN-18878,4207.41,29-01-2026,REF-58878
TXN-18879,4207.41,29-01-2026,REF-58879
TXN-18880,4207.41,29-01-2026,REF-58880
TXN-18881,4207.41,29-01-2026,REF-58881
TXN-18882,4207.41,29-01-2026,REF-58882
TXN-18883,4207.41,29-01-2026,REF-58883
TXN-18884,4207.41,29-01-2026,REF-58884
TXN-18885,4207.41,29-01-2026,REF-58885
TXN-18886,4207.41,29-01-2026,REF-58886
TXN-18887,4207.41,29-01-2026,REF-58887
TXN-18888,4207.41,29-01-2026,REF-58888
TXN-18889,4207.41,29-01-2026,REF-58889
TXN-18890,4207.41,29-01-2026,REF-58890
TXN-18891,4207.41,29-01-2026,REF-58891
TXN-18892,4207.41,29-01-2026,REF-58892
TXN-18893,4207.41,29-01-2026,REF-58893
TXN-18894,4207.41,29-01-2026,REF-58894
TXN-18895,4207.41,29-01-2026,REF-58895
TXN-18896,4207.41,29-01-2026,REF-58896
TXN-18897,4207.41,29-01-2026,REF-58897
TXN-18898,4207.41,29-01-2026,REF-58898
TXN-18899,4207.41,29-01-2026,REF-58899
TXN-18900,4207.41,29-01-2026,REF-58900
TXN-18901,4207.41,29-01-2026,REF-58901
TXN-18902,4207.41,29-01-2026,REF-58902
TXN-18903,4207.41,29-01-2026,REF-58903
TXN-18904,4207.41,29-01-2026,REF-58904
TXN-18905,4207.41,29-01-2026,REF-58905
TXN-18906,4207.41,29-01-2026,REF-58906
TXN-18907,4207.41,29-01-2026,REF-58907
TXN-18908,4207.41,29-01-2026,REF-58908
TXN-18909,4207.41,29-01-2026,REF-58909
TXN-18910,4207.41,29-01-2026,REF-58910
TXN-18911,4207.41,29-01-2026,REF-58911
TXN-18912,4207.41,29-01-2026,REF-58912
TXN-18913,4207.41,29-01-2026,REF-58913
TXN-18914,4207.41,29-01-2026,REF-58914
TXN-18915,4207.41,29-01-2026,REF-58915
TXN-18916,4207.41,29-01-2026,REF-58916
TXN-18917,4207.41,29-01-2026,REF-58917
TXN-18918,4207.41,29-01-2026,REF-58918
TXN-18919,4207.41,29-01-2026,REF-58919
TXN-18920,4207.41,29-01-2026,REF-58920
TXN-18921,4207.41,29-01-2026,REF-58921
TXN-18922,4207.41,29-01-2026,REF-58922
TXN-18923,4207.41,29-01-2026,REF-58923
TXN-18924,4207.41,29-01-2026,REF-58924
TXN-18925,4207.41,29-01-2026,REF-58925
TXN-18926,4207.41,29-01-2026,REF-58926
TXN-18927,4207.41,29-01-2026,REF-58927
TXN-18928,4207.41,29-01-2026,REF-58928
TXN-18929,4207.41,29-01-2026,REF-58929
TXN-18930,4207.41,29-01-2026,REF-58930
TXN-18931,4207.41,29-01-2026,REF-58931
TXN-18932,4207.41,29-01-2026,REF-58932
TXN-18933,4207.41,29-01-2026,REF-58933
TXN-18934,4207.41,29-01-2026,REF-58934
TXN-18935,4207.41,29-01-2026,REF-58935
TXN-18936,4207.41,29-01-2026,REF-58936
TXN-18937,4207.41,29-01-2026,REF-58937
TXN-18938,4207.41,29-01-2026,REF-58938
TXN-18939,4207.41,29-01-2026,REF-58939
TXN-18940,4207.41,29-01-2026,REF-58940
TXN-18941,4207.41,29-01-2026,REF-58941
TXN-18942,4207.41,29-01-2026,REF-58942
TXN-18943,4207.41,29-01-2026,REF-58943
TXN-18944,4207.41,29-01-2026,REF-58944
TXN-18945,4207.41,29-01-2026,REF-58945
TXN-18946,4207.41,29-01-2026,REF-58946
TXN-18947,4207.41,29-01-2026,REF-58947
TXN-18948,4207.41,29-01-2026,REF-58948
TXN-18949,4207.41,29-01-2026,REF-58949
TXN-18950,4207.41,29-01-2026,REF-58950
TXN-18951,4207.41,29-01-2026,REF-58951
TXN-18952,4207.41,29-01-2026,REF-58952
TXN-18953,4207.41,29-01-2026,REF-58953
TXN-18954,4207.41,29-01-2026,REF-58954
TXN-18955,4207.41,29-01-2026,REF-58955
TXN-18956,4207.41,29-01-2026,REF-58956
TXN-18957,4207.41,29-01-2026,REF-58957
TXN-18958,4207.41,29-01-2026,REF-58958
TXN-18959,4207.41,29-01-2026,REF-58959
TXN-18960,4207.41,29-01-2026,REF-58960
TXN-18961,4207.41,29-01-2026,REF-58961
TXN-18962,4207.41,29-01-2026,REF-58962
TXN-18963,4207.41,29-01-2026,REF-58963
TXN-18964,4207.41,29-01-2026,REF-58964
TXN-18965,4207.41,29-01-2026,REF-58965
TXN-18966,4207.41,29-01-2026,REF-58966
TXN-18967,4207.41,29-01-2026,REF-58967
TXN-18968,4207.41,29-01-2026,REF-58968
TXN-18969,4207.41,29-01-2026,REF-58969
TXN-18970,4207.41,29-01-2026,REF-58970
TXN-18971,4207.41,29-01-2026,REF-58971
TXN-18972,4207.41,29-01-2026,REF-58972
TXN-18973,4207.41,29-01-2026,REF-58973
TXN-18974,4207.41,29-01-2026,REF-58974
TXN-18975,4207.41,29-01-2026,REF-58975
TXN-18976,4207.41,29-01-2026,REF-58976
TXN-18977,4207.41,29-01-2026,REF-58977
TXN-18978,4207.41,29-01-2026,REF-58978
TXN-18979,4207.41,29-01-2026,REF-58979
TXN-18980,4207.41,29-01-2026,REF-58980
TXN-18981,4207.41,29-01-2026,REF-58981
TXN-18982,4207.41,29-01-2026,REF-58982
TXN-18983,4207.41,29-01-2026,REF-58983
TXN-18984,4207.41,29-01-2026,REF-58984
TXN-18985,4207.41,29-01-2026,REF-58985
TXN-18986,4207.41,29-01-2026,REF-58986
TXN-18987,4207.41,29-01-2026,REF-58987
TXN-18988,4207.41,29-01-2026,REF-58988
TXN-18989,4207.41,29-01-2026,REF-58989
TXN-18990,4207.41,29-01-2026,REF-58990
TXN-18991,4207.41,29-01-2026,REF-58991
TXN-18992,4207.41,29-01-2026,REF-58992
TXN-18993,4207.41,29-01-2026,REF-58993
TXN-18994,4207.41,29-01-2026,REF-58994
TXN-18995,4207.41,29-01-2026,REF-58995
TXN-18996,4207.41,29-01-2026,REF-58996
TXN-18997,4207.41,29-01-2026,REF-58997
TXN-18998,4207.41,29-01-2026,REF-58998
TXN-18999,4207.41,29-01-2026,REF-58999
TXN-19000,4207.41,29-01-2026,REF-59000
TXN-19001,4207.41,29-01-2026,REF-59001
TXN-19002,4207.41,29-01-2026,REF-59002
TXN-19003,4207.41,29-01-2026,REF-59003
TXN-19004,4207.41,29-01-2026,REF-59004
TXN-19005,4207.41,29-01-2026,REF-59005
TXN-19006,4207.41,29-01-2026,REF-59006
TXN-19007,4207.41,29-01-2026,REF-59007
TXN-19008,4207.41,29-01-2026,REF-59008
TXN-19009,4207.41,29-01-2026,REF-59009
TXN-19010,4207.41,29-01-2026,REF-59010
TXN-19011,4207.41,29-01-2026,REF-59011
TXN-19012,4207.41,29-01-2026,REF-59012
TXN-19013,4207.41,29-01-2026,REF-59013
TXN-19014,4207.41,29-01-2026,REF-59014
TXN-19015,4207.41,29-01-2026,REF-59015
TXN-19016,4207.41,29-01-2026,REF-59016
TXN-19017,4207.41,29-01-2026,REF-59017
TXN-19018,4207.41,29-01-2026,REF-59018
TXN-19019,4207.41,29-01-2026,REF-59019
TXN-19020,4207.41,29-01-2026,REF-59020
TXN-19021,4207.41,29-01-2026,REF-59021
TXN-19022,4207.41,29-01-2026,REF-59022
TXN-19023,4207.41,29-01-2026,REF-59023
TXN-19024,4207.41,29-01-2026,REF-59024
TXN-19025,4207.41,29-01-2026,REF-59025
TXN-19026,4207.41,29-01-2026,REF-59026
TXN-19027,4207.41,29-01-2026,REF-59027
TXN-19028,4207.41,29-01-2026,REF-59028
TXN-19029,4207.41,29-01-2026,REF-59029
TXN-19030,4207.41,29-01-2026,REF-59030
TXN-19031,4207.41,29-01-2026,REF-59031
TXN-19032,4207.41,29-01-2026,REF-59032
TXN-19033,4207.41,29-01-2026,REF-59033
TXN-19034,4207.41,29-01-2026,REF-59034
TXN-19035,4207.41,29-01-2026,REF-59035
TXN-19036,4207.41,29-01-2026,REF-59036
TXN-19037,4207.41,29-01-2026,REF-59037
TXN-19038,4207.41,29-01-2026,REF-59038
TXN-19039,4207.41,29-01-2026,REF-59039
TXN-19040,4207.41,29-01-2026,REF-59040
TXN-19041,4207.41,29-01-2026,REF-59041
TXN-19042,4207.41,29-01-2026,REF-59042
TXN-19043,4207.41,29-01-2026,REF-59043
TXN-19044,4207.41,29-01-2026,REF-59044
TXN-19045,4207.41,29-01-2026,REF-59045
TXN-19046,4207.41,29-01-2026,REF-59046
TXN-19047,4207.41,29-01-2026,REF-59047
TXN-19048,4207.41,29-01-2026,REF-59048
TXN-19049,4207.41,29-01-2026,REF-59049
TXN-19050,4207.41,29-01-2026,REF-59050
TXN-19051,4207.41,29-01-2026,REF-59051
TXN-19052,4207.41,29-01-2026,REF-59052
TXN-19053,4207.41,29-01-2026,REF-59053
TXN-19054,4207.41,29-01-2026,REF-59054
TXN-19055,4207.41,29-01-2026,REF-59055
TXN-19056,4207.41,29-01-2026,REF-59056
TXN-19057,4207.41,29-01-2026,REF-59057
TXN-19058,4207.41,29-01-2026,REF-59058
TXN-19059,4207.41,29-01-2026,REF-59059
TXN-19060,4207.41,29-01-2026,REF-59060
TXN-19061,4207.41,29-01-2026,REF-59061
TXN-19062,4207.41,29-01-2026,REF-59062
TXN-19063,4207.41,29-01-2026,REF-59063
TXN-19064,4207.41,29-01-2026,REF-59064
TXN-19065,4207.41,29-01-2026,REF-59065
TXN-19066,4207.41,29-01-2026,REF-59066
TXN-19067,4207.41,29-01-2026,REF-59067
TXN-19068,4207.41,29-01-2026,REF-59068
TXN-19069,4207.41,29-01-2026,REF-59069
TXN-19070,4207.41,29-01-2026,REF-59070
TXN-19071,4207.41,29-01-2026,REF-59071
TXN-19072,4207.41,29-01-2026,REF-59072
TXN-19073,4207.41,29-01-2026,REF-59073
TXN-19074,4207.41,29-01-2026,REF-59074
TXN-19075,4207.41,29-01-2026,REF-59075
TXN-19076,4207.41,29-01-2026,REF-59076
TXN-19077,4207.41,29-01-2026,REF-59077
TXN-19078,4207.41,29-01-2026,REF-59078
TXN-19079,4207.41,29-01-2026,REF-59079
TXN-19080,4207.41,29-01-2026,REF-59080
TXN-19081,4207.41,29-01-2026,REF-59081
TXN-19082,4207.41,29-01-2026,REF-59082
TXN-19083,4207.41,29-01-2026,REF-59083
TXN-19084,4207.41,29-01-2026,REF-59084
TXN-19085,4207.41,29-01-2026,REF-59085
TXN-19086,4207.41,29-01-2026,REF-59086
TXN-19087,4207.41,29-01-2026,REF-59087
TXN-19088,4207.41,29-01-2026,REF-59088
TXN-19089,4207.41,29-01-2026,REF-59089
TXN-19090,4207.41,29-01-2026,REF-59090
TXN-19091,4207.41,29-01-2026,REF-59091
TXN-19092,4207.41,29-01-2026,REF-59092
TXN-19093,4207.41,29-01-2026,REF-59093
TXN-19094,4207.41,29-01-2026,REF-59094
TXN-19095,4207.41,29-01-2026,REF-59095
TXN-19096,4207.41,29-01-2026,REF-59096
TXN-19097,4207.41,29-01-2026,REF-59097
TXN-19098,4207.41,29-01-2026,REF-59098
TXN-19099,4207.41,29-01-2026,REF-59099
TXN-19100,4207.41,29-01-2026,REF-59100
TXN-19101,4207.41,29-01-2026,REF-59101
TXN-19102,4207.41,29-01-2026,REF-59102
TXN-19103,4207.41,29-01-2026,REF-59103
TXN-19104,4207.41,29-01-2026,REF-59104
TXN-19105,4207.41,29-01-2026,REF-59105
TXN-19106,4207.41,29-01-2026,REF-59106
TXN-19107,4207.41,29-01-2026,REF-59107
TXN-19108,4207.41,29-01-2026,REF-59108
TXN-19109,4207.41,29-01-2026,REF-59109
TXN-19110,4207.41,29-01-2026,REF-59110
TXN-19111,4207.41,29-01-2026,REF-59111
TXN-19112,4207.41,29-01-2026,REF-59112
TXN-19113,4207.41,29-01-2026,REF-59113
TXN-19114,4207.41,29-01-2026,REF-59114
TXN-19115,4207.41,29-01-2026,REF-59115
TXN-19116,4207.41,29-01-2026,REF-59116
TXN-19117,4207.41,29-01-2026,REF-59117
TXN-19118,4207.41,29-01-2026,REF-59118
TXN-19119,4207.41,29-01-2026,REF-59119
TXN-19120,4207.41,29-01-2026,REF-59120
TXN-19121,4207.41,29-01-2026,REF-59121
TXN-19122,4207.41,29-01-2026,REF-59122
TXN-19123,4207.41,29-01-2026,REF-59123
TXN-19124,4207.41,29-01-2026,REF-59124
TXN-19125,4207.41,29-01-2026,REF-59125
TXN-19126,4207.41,29-01-2026,REF-59126
TXN-19127,4207.41,29-01-2026,REF-59127
TXN-19128,4207.41,29-01-2026,REF-59128
TXN-19129,4207.41,29-01-2026,REF-59129
TXN-19130,4207.41,29-01-2026,REF-59130
TXN-19131,4207.41,29-01-2026,REF-59131
TXN-19132,4207.41,29-01-2026,REF-59132
TXN-19133,4207.41,29-01-2026,REF-59133
TXN-19134,4207.41,29-01-2026,REF-59134
TXN-19135,4207.41,29-01-2026,REF-59135
TXN-19136,4207.41,29-01-2026,REF-59136
TXN-19137,4207.41,29-01-2026,REF-59137
TXN-19138,4207.41,29-01-2026,REF-59138
TXN-19139,4207.41,29-01-2026,REF-59139
TXN-19140,4207.41,29-01-2026,REF-59140
TXN-19141,4207.41,29-01-2026,REF-59141
TXN-19142,4207.41,29-01-2026,REF-59142
TXN-19143,4207.41,29-01-2026,REF-59143
TXN-19144,4207.41,29-01-2026,REF-59144
TXN-19145,4207.41,29-01-2026,REF-59145
TXN-19146,4207.41,29-01-2026,REF-59146
TXN-19147,4207.41,29-01-2026,REF-59147
TXN-19148,4207.41,29-01-2026,REF-59148
TXN-19149,4207.41,29-01-2026,REF-59149
TXN-19150,4207.41,29-01-2026,REF-59150
TXN-19151,4207.41,29-01-2026,REF-59151
TXN-19152,4207.41,29-01-2026,REF-59152
TXN-19153,4207.41,29-01-2026,REF-59153
TXN-19154,4207.41,29-01-2026,REF-59154
TXN-19155,4207.41,29-01-2026,REF-59155
TXN-19156,4207.41,29-01-2026,REF-59156
TXN-19157,4207.41,29-01-2026,REF-59157
TXN-19158,4207.41,29-01-2026,REF-59158
TXN-19159,4207.41,29-01-2026,REF-59159
TXN-19160,4207.41,29-01-2026,REF-59160
TXN-19161,4207.41,29-01-2026,REF-59161
TXN-19162,4207.41,29-01-2026,REF-59162
TXN-19163,4207.41,29-01-2026,REF-59163
TXN-19164,4207.41,29-01-2026,REF-59164
TXN-19165,4207.41,29-01-2026,REF-59165
TXN-19166,4207.41,29-01-2026,REF-59166
TXN-19167,4207.41,29-01-2026,REF-59167
TXN-19168,4207.41,29-01-2026,REF-59168
TXN-19169,4207.41,29-01-2026,REF-59169
TXN-19170,4207.41,29-01-2026,REF-59170
TXN-19171,4207.41,29-01-2026,REF-59171
TXN-19172,4207.41,29-01-2026,REF-59172
TXN-19173,4207.41,29-01-2026,REF-59173
TXN-19174,4207.41,29-01-2026,REF-59174
TXN-19175,4207.41,29-01-2026,REF-59175
TXN-19176,4207.41,29-01-2026,REF-59176
TXN-19177,4207.41,29-01-2026,REF-59177
TXN-19178,4207.41,29-01-2026,REF-59178
TXN-19179,4207.41,29-01-2026,REF-59179
TXN-19180,4207.41,29-01-2026,REF-59180
TXN-19181,4207.41,29-01-2026,REF-59181
TXN-19182,4207.41,29-01-2026,REF-59182
TXN-19183,4207.41,29-01-2026,REF-59183
TXN-19184,4207.41,29-01-2026,REF-59184
TXN-19185,4207.41,29-01-2026,REF-59185
TXN-19186,4207.41,29-01-2026,REF-59186
TXN-19187,4207.41,29-01-2026,REF-59187
TXN-19188,4207.41,29-01-2026,REF-59188
TXN-19189,4207.41,29-01-2026,REF-59189
TXN-19190,4207.41,29-01-2026,REF-59190
TXN-19191,4207.41,29-01-2026,REF-59191
TXN-19192,4207.41,29-01-2026,REF-59192
TXN-19193,4207.41,29-01-2026,REF-59193
TXN-19194,4207.41,29-01-2026,REF-59194
TXN-19195,4207.41,29-01-2026,REF-59195
TXN-19196,4207.41,29-01-2026,REF-59196
TXN-19197,4207.41,29-01-2026,REF-59197
TXN-19198,4207.41,29-01-2026,REF-59198
TXN-19199,4207.41,29-01-2026,REF-59199
TXN-19200,4207.41,29-01-2026,REF-59200
TXN-19201,4207.41,29-01-2026,REF-59201
TXN-19202,4207.41,29-01-2026,REF-59202
TXN-19203,4207.41,29-01-2026,REF-59203
TXN-19204,4207.41,29-01-2026,REF-59204
TXN-19205,4207.41,29-01-2026,REF-59205
TXN-19206,4207.41,29-01-2026,REF-59206
TXN-19207,4207.41,29-01-2026,REF-59207
TXN-19208,4207.41,29-01-2026,REF-59208
TXN-19209,4207.41,29-01-2026,REF-59209
TXN-19210,4207.41,29-01-2026,REF-59210
TXN-19211,4207.41,29-01-2026,REF-59211
TXN-19212,4207.41,29-01-2026,REF-59212
TXN-19213,4207.41,29-01-2026,REF-59213
TXN-19214,4207.41,29-01-2026,REF-59214
TXN-19215,4207.41,29-01-2026,REF-59215
TXN-19216,4207.41,29-01-2026,REF-59216
TXN-19217,4207.41,29-01-2026,REF-59217
TXN-19218,4207.41,29-01-2026,REF-59218
TXN-19219,4207.41,29-01-2026,REF-59219
TXN-19220,4207.41,29-01-2026,REF-59220
TXN-19221,4207.41,29-01-2026,REF-59221
TXN-19222,4207.41,29-01-2026,REF-59222
TXN-19223,4207.41,29-01-2026,REF-59223
TXN-19224,4207.41,29-01-2026,REF-59224
TXN-19225,4207.41,29-01-2026,REF-59225
TXN-19226,4207.41,29-01-2026,REF-59226
TXN-19227,4207.41,29-01-2026,REF-59227
TXN-19228,4207.41,29-01-2026,REF-59228
TXN-19229,4207.41,29-01-2026,REF-59229
TXN-19230,4207.41,29-01-2026,REF-59230
TXN-19231,4207.41,29-01-2026,REF-59231
TXN-19232,4207.41,29-01-2026,REF-59232
TXN-19233,4207.41,29-01-2026,REF-59233
TXN-19234,4207.41,29-01-2026,REF-59234
TXN-19235,4207.41,29-01-2026,REF-59235
TXN-19236,4207.41,29-01-2026,REF-59236
TXN-19237,4207.41,29-01-2026,REF-59237
TXN-19238,4207.41,29-01-2026,REF-59238
TXN-19239,4207.41,29-01-2026,REF-59239
TXN-19240,4207.41,29-01-2026,REF-59240
TXN-19241,4207.41,29-01-2026,REF-59241
TXN-19242,4207.41,29-01-2026,REF-59242
TXN-19243,4207.41,29-01-2026,REF-59243
TXN-19244,4207.41,29-01-2026,REF-59244
TXN-19245,4207.41,29-01-2026,REF-59245
TXN-19246,4207.41,29-01-2026,REF-59246
TXN-19247,4207.41,29-01-2026,REF-59247
TXN-19248,4207.41,29-01-2026,REF-59248
TXN-19249,4207.41,29-01-2026,REF-59249
TXN-19250,4207.41,29-01-2026,REF-59250
TXN-19251,4207.41,29-01-2026,REF-59251
TXN-19252,4207.41,29-01-2026,REF-59252
TXN-19253,4207.41,29-01-2026,REF-59253
TXN-19254,4207.41,29-01-2026,REF-59254
TXN-19255,4207.41,29-01-2026,REF-59255
TXN-19256,4207.41,29-01-2026,REF-59256
TXN-19257,4207.41,29-01-2026,REF-59257
TXN-19258,4207.41,29-01-2026,REF-59258
TXN-19259,4207.41,29-01-2026,REF-59259
TXN-19260,4207.41,29-01-2026,REF-59260
TXN-19261,4207.41,29-01-2026,REF-59261
TXN-19262,4207.41,29-01-2026,REF-59262
TXN-19263,4207.41,29-01-2026,REF-59263
TXN-19264,4207.41,29-01-2026,REF-59264
TXN-19265,4207.41,29-01-2026,REF-59265
TXN-19266,4207.41,29-01-2026,REF-59266
TXN-19267,4207.41,29-01-2026,REF-59267
TXN-19268,4207.41,29-01-2026,REF-59268
TXN-19269,4207.41,29-01-2026,REF-59269
TXN-19270,4207.41,29-01-2026,REF-59270
TXN-19271,4207.41,29-01-2026,REF-59271
TXN-19272,4207.41,29-01-2026,REF-59272
TXN-19273,4207.41,29-01-2026,REF-59273
TXN-19274,4207.41,29-01-2026,REF-59274
TXN-19275,4207.41,29-01-2026,REF-59275
TXN-19276,4207.41,29-01-2026,REF-59276
TXN-19277,4207.41,29-01-2026,REF-59277
TXN-19278,4207.41,29-01-2026,REF-59278
TXN-19279,4207.41,29-01-2026,REF-59279
TXN-19280,4207.41,29-01-2026,REF-59280
TXN-19281,4207.41,29-01-2026,REF-59281
TXN-19282,4207.41,29-01-2026,REF-59282
TXN-19283,4207.41,29-01-2026,REF-59283
TXN-19284,4207.41,29-01-2026,REF-59284
TXN-19285,4207.41,29-01-2026,REF-59285
TXN-19286,4207.41,29-01-2026,REF-59286
TXN-19287,4207.41,29-01-2026,REF-59287
TXN-19288,4207.41,29-01-2026,REF-59288
TXN-19289,4207.41,29-01-2026,REF-59289
TXN-19290,4207.41,29-01-2026,REF-59290
TXN-19291,4207.41,29-01-2026,REF-59291
TXN-19292,4207.41,29-01-2026,REF-59292
TXN-19293,4207.41,29-01-2026,REF-59293
TXN-19294,4207.41,29-01-2026,REF-59294
TXN-19295,4207.41,29-01-2026,REF-59295
TXN-19296,4207.41,29-01-2026,REF-59296
TXN-19297,4207.41,29-01-2026,REF-59297
TXN-19298,4207.41,29-01-2026,REF-59298
TXN-19299,4207.41,29-01-2026,REF-59299
TXN-19300,4207.41,29-01-2026,REF-59300
TXN-19301,4207.41,29-01-2026,REF-59301
TXN-19302,4207.41,29-01-2026,REF-59302
TXN-19303,4207.41,29-01-2026,REF-59303
TXN-19304,4207.41,29-01-2026,REF-59304
TXN-19305,4207.41,29-01-2026,REF-59305
TXN-19306,4207.41,29-01-2026,REF-59306
TXN-19307,4207.41,29-01-2026,REF-59307
TXN-19308,4207.41,29-01-2026,REF-59308
TXN-19309,4207.41,29-01-2026,REF-59309
TXN-19310,4207.41,29-01-2026,REF-59310
TXN-19311,4207.41,29-01-2026,REF-59311
TXN-19312,4207.41,29-01-2026,REF-59312
TXN-19313,4207.41,29-01-2026,REF-59313
TXN-19314,4207.41,29-01-2026,REF-59314
TXN-19315,4207.41,29-01-2026,REF-59315
TXN-19316,4207.41,29-01-2026,REF-59316
TXN-19317,4207.41,29-01-2026,REF-59317
TXN-19318,4207.41,29-01-2026,REF-59318
TXN-19319,4207.41,29-01-2026,REF-59319
TXN-19320,4207.41,29-01-2026,REF-59320
TXN-19321,4207.41,29-01-2026,REF-59321
TXN-19322,4207.41,29-01-2026,REF-59322
TXN-19323,4207.41,29-01-2026,REF-59323
TXN-19324,4207.41,29-01-2026,REF-59324
TXN-19325,4207.41,29-01-2026,REF-59325
TXN-19326,4207.41,29-01-2026,REF-59326
TXN-19327,4207.41,29-01-2026,REF-59327
TXN-19328,4207.41,29-01-2026,REF-59328
TXN-19329,4207.41,29-01-2026,REF-59329
TXN-19330,4207.41,29-01-2026,REF-59330
TXN-19331,4207.41,29-01-2026,REF-59331
TXN-19332,4207.41,29-01-2026,REF-59332
TXN-19333,4207.41,29-01-2026,REF-59333
TXN-19334,4207.41,29-01-2026,REF-59334
TXN-19335,4207.41,29-01-2026,REF-59335
TXN-19336,4207.41,29-01-2026,REF-59336
TXN-19337,4207.41,29-01-2026,REF-59337
TXN-19338,4207.41,29-01-2026,REF-59338
TXN-19339,4207.41,29-01-2026,REF-59339
TXN-19340,4207.41,29-01-2026,REF-59340
TXN-19341,4207.41,29-01-2026,REF-59341
TXN-19342,4207.41,29-01-2026,REF-59342
TXN-19343,4207.41,29-01-2026,REF-59343
TXN-19344,4207.41,29-01-2026,REF-59344
TXN-19345,4207.41,29-01-2026,REF-59345
TXN-19346,4207.41,29-01-2026,REF-59346
TXN-19347,4207.41,29-01-2026,REF-59347
